Date,Temperature,Const1,Const2
1989/7,32.8,8,1
1989/8,33.2,8,1
1989/9,28.7,8,1
1989/10,21.1,8,1
1989/11,17.3,8,1
1989/12,14.8,8,1
1990/1,6.9,8,1
1990/2,8.3,8,1
1990/3,12.6,8,1
1990/4,22.1,8,1
1990/5,28.7,8,1
1990/6,27.9,8,1
1990/7,31.4,8,1
1990/8,32.3,8,1
1990/9,32.7,8,1
1990/10,22.3,8,1
1990/11,19.0,8,1
1990/12,13.3,8,1
1991/1,4.4,8,1
1991/2,5.8,8,1
1991/3,11.0,8,1
1991/4,21.7,8,1
1991/5,28.1,8,1
1991/6,30.3,8,1
1991/7,30.9,8,1
1991/8,30.1,8,1
1991/9,28.7,8,1
1991/10,23.2,8,1
1991/11,15.6,8,1
1991/12,12.2,8,1
1992/1,5.5,8,1
1992/2,7.4,8,1
1992/3,14.3,8,1
1992/4,18.1,8,1
1992/5,24.4,8,1
1992/6,28.3,8,1
1992/7,30.6,8,1
1992/8,29.7,8,1
1992/9,26.5,8,1
1992/10,23.7,8,1
1992/11,15.1,8,1
1992/12,12.8,8,1
1993/1,5.2,8,1
1993/2,5.2,8,1
1993/3,11.0,8,1
1993/4,19.7,8,1
1993/5,22.4,8,1
1993/6,24.6,8,1
1993/7,27.7,8,1
1993/8,30.1,8,1
1993/9,25.6,8,1
1993/10,21.4,8,1
1993/11,17.3,8,1
1993/12,8.3,8,1
1994/1,2.6,8,1
1994/2,7.4,8,1
1994/3,10.8,8,1
1994/4,20.2,8,1
1994/5,29.2,8,1
1994/6,28.1,8,1
1994/7,32.2,8,1
1994/8,36.2,8,1
1994/9,30.1,8,1
1994/10,22.5,8,1
1994/11,17.0,8,1
1994/12,12.1,8,1
1995/1,7.1,8,1
1995/2,5.3,8,1
1995/3,11.3,8,1
1995/4,22.6,8,1
1995/5,25.1,8,1
1995/6,25.1,8,1
1995/7,32.5,8,1
1995/8,28.2,8,1
1995/9,26.9,8,1
1995/10,22.5,8,1
1995/11,17.0,8,1
1995/12,8.2,8,1
1996/1,5.2,8,1
1996/2,9.9,8,1
1996/3,10.2,8,1
1996/4,21.9,8,1
1996/5,29.1,8,1
1996/6,26.6,8,1
1996/7,30.3,8,1
1996/8,31.9,8,1
1996/9,26.6,8,1
1996/10,21.0,8,1
1996/11,15.2,8,1
1996/12,9.2,8,1
1997/1,6.0,8,1
1997/2,9.6,8,1
1997/3,14.1,8,1
1997/4,23.1,8,1
1997/5,26.1,8,1
1997/6,30.2,8,1
1997/7,32.6,8,1
1997/8,31.4,8,1
1997/9,27.8,8,1
1997/10,21.4,8,1
1997/11,17.6,8,1
1997/12,11.1,8,1
1998/1,2.7,8,1
1998/2,5.0,8,1
1998/3,14.7,8,1
1998/4,28.0,8,1
1998/5,27.9,8,1
1998/6,27.3,8,1
1998/7,31.5,8,1
1998/8,28.7,8,1
1998/9,29.8,5,1
1998/10,23.9,8,1
1998/11,17.6,8,1
1998/12,8.8,8,1
1999/1,5.4,8,1
1999/2,9.2,8,1
1999/3,12.8,8,1
1999/4,23.8,8,1
1999/5,29.2,8,1
1999/6,28.9,8,1
1999/7,33.1,8,1
1999/8,35.2,8,1
1999/9,29.4,8,1
1999/10,21.5,8,1
1999/11,16.6,8,1
1999/12,7.2,8,1
2000/1,6.5,8,1
2000/2,2.6,8,1
2000/3,11.2,8,1
2000/4,15.2,8,1
2000/5,27.5,8,1
2000/6,29.9,8,1
2000/7,36.0,8,1
2000/8,35.9,8,1
2000/9,27.2,8,1
2000/10,22.3,8,1
2000/11,18.3,8,1
2000/12,7.0,8,1
2001/1,8.1,8,1
2001/2,4.3,8,1
2001/3,12.7,8,1
2001/4,24.5,8,1
2001/5,29.8,8,1
2001/6,29.3,8,1
2001/7,28.9,8,1
2001/8,29.1,8,1
2001/9,26.0,8,1
2001/10,19.8,8,1
2001/11,16.4,8,1
2001/12,5.3,8,1
2002/1,6.9,8,1
2002/2,9.8,8,1
2002/3,12.8,8,1
2002/4,20.3,8,1
2002/5,24.5,8,1
2002/6,28.5,8,1
2002/7,30.3,8,1
2002/8,30.6,8,1
2002/9,28.8,8,1
2002/10,25.4,8,1
2002/11,13.9,8,1
2002/12,10.0,8,1
2003/1,5.9,8,1
2003/2,6.7,8,1
2003/3,12.7,8,1
2003/4,21.0,8,1
2003/5,26.8,8,1
2003/6,27.7,8,1
2003/7,26.2,8,1
2003/8,29.1,8,1
2003/9,27.9,8,1
2003/10,21.2,8,1
2003/11,22.4,8,1
2003/12,7.4,8,1
2004/1,4.5,8,1
2004/2,5.7,8,1
2004/3,13.7,8,1
2004/4,19.9,8,1
2004/5,28.2,8,1
2004/6,30.6,8,1
2004/7,33.2,8,1
2004/8,33.2,8,1
2004/9,28.6,8,1
2004/10,24.3,8,1
2004/11,19.2,8,1
2004/12,10.9,8,1
2005/1,7.0,8,1
2005/2,3.2,8,1
2005/3,9.2,8,1
2005/4,18.9,8,1
2005/5,24.0,8,1
2005/6,31.5,8,1
2005/7,30.0,8,1
2005/8,31.6,8,1
2005/9,30.0,8,1
2005/10,23.0,8,1
2005/11,19.8,8,1
2005/12,6.3,8,1
2006/1,3.3,8,1
2006/2,7.7,8,1
2006/3,8.7,8,1
2006/4,17.8,8,1
2006/5,26.3,8,1
2006/6,26.7,8,1
2006/7,30.0,8,1
2006/8,32.8,8,1
2006/9,26.8,8,1
2006/10,23.2,8,1
2006/11,16.9,8,1
2006/12,6.8,8,1
2007/1,6.0,8,1
2007/2,8.9,8,1
2007/3,13.8,8,1
2007/4,19.6,8,1
2007/5,26.4,8,1
2007/6,28.7,8,1
2007/7,30.8,8,1
2007/8,34.2,8,1
2007/9,31.1,8,1
2007/10,22.3,8,1
2007/11,16.2,8,1
2007/12,6.6,8,1
2008/1,1.8,8,1
2008/2,6.3,8,1
2008/3,15.1,8,1
2008/4,24.5,8,1
2008/5,26.3,8,1
2008/6,26.8,8,1
2008/7,31.4,8,1
2008/8,31.0,8,1
2008/9,29.2,8,1
2008/10,22.3,8,1
2008/11,18.7,8,1
2008/12,11.8,8,1
2009/1,7.6,8,1
2009/2,8.1,8,1
2009/3,9.7,8,1
2009/4,23.4,8,1
2009/5,28.4,8,1
2009/6,31.2,8,1
2009/7,29.1,8,1
2009/8,30.9,8,1
2009/9,26.0,8,1
2009/10,23.5,8,1
2009/11,18.5,8,1
2009/12,9.1,8,1
2010/1,5.3,8,1
2010/2,9.8,8,1
2010/3,9.6,8,1
2010/4,15.1,8,1
2010/5,24.9,8,1
2010/6,31.6,8,1
2010/7,32.0,8,1
2010/8,34.1,8,1
2010/9,31.7,8,1
2010/10,22.5,8,1
2010/11,17.3,8,1
2010/12,12.2,8,1
2011/1,3.0,8,1
2011/2,9.3,8,1
2011/3,10.5,5,1
2011/4,18.9,8,1
2011/5,24.4,8,1
2011/6,30.3,8,1
2011/7,30.8,8,1
2011/8,33.8,8,1
2011/9,32.0,8,1
2011/10,20.7,8,1
2011/11,17.7,8,1
2011/12,7.7,8,1
2012/1,3.3,8,1
2012/2,4.8,8,1
2012/3,14.4,8,1
2012/4,25.0,8,1
2012/5,25.8,8,1
2012/6,30.0,8,1
2012/7,32.5,8,1
2012/8,32.9,8,1
2012/9,31.6,8,1
2012/10,23.0,8,1
2012/11,14.2,8,1
2012/12,7.1,8,1
2013/1,2.7,8,1
2013/2,7.6,8,1
2013/3,9.0,8,1
2013/4,16.4,8,1
2013/5,27.6,8,1
2013/6,29.2,8,1
2013/7,33.1,8,1
2013/8,31.7,8,1
2013/9,28.6,8,1
2013/10,24.6,8,1
2013/11,16.4,8,1
2013/12,11.0,8,1
2014/1,8.5,8,1
2014/2,7.8,8,1
2014/3,13.6,8,1
2014/4,24.7,8,1
2014/5,30.0,8,1
2014/6,33.7,8,1
2014/7,32.4,8,1
2014/8,31.7,8,1
2014/9,27.5,8,1
2014/10,21.4,8,1
2014/11,17.4,8,1
2014/12,11.3,8,1
2015/1,5.3,8,1
2015/2,7.6,8,1
2015/3,16.3,8,1
2015/4,25.9,8,1
2015/5,29.6,8,1
2015/6,27.8,8,1
2015/7,31.3,8,1
2015/8,34.5,8,1
2015/9,27.0,8,1
2015/10,22.1,8,1
2015/11,18.5,8,1
2015/12,10.7,8,1
2016/1,4.0,8,1
2016/2,8.3,8,1
2016/3,13.5,8,1
2016/4,21.1,8,1
2016/5,29.7,8,1
2016/6,28.4,8,1
2016/7,30.5,8,1
2016/8,31.9,8,1
2016/9,31.1,8,1
2016/10,24.7,8,1
2016/11,14.5,8,1
2016/12,11.9,8,1
2017/1,4.7,8,1
2017/2,8.3,8,1
2017/3,9.6,8,1
2017/4,20.0,8,1
2017/5,27.7,8,1
2017/6,29.6,8,1
2017/7,34.9,8,1
2017/8,29.6,8,1
2017/9,26.9,8,1
2017/10,22.3,8,1
2017/11,17.4,8,1
2017/12,8.8,8,1
2018/1,5.9,8,1
2018/2,4.4,8,1
2018/3,16.4,8,1
2018/4,24.5,8,1
2018/5,28.2,8,1
2018/6,30.7,8,1
2018/7,33.9,8,1
2018/8,32.5,8,1
2018/9,28.2,8,1
2018/10,22.1,8,1
2018/11,17.9,8,1
2018/12,13.0,8,1
2019/1,4.1,8,1
2019/2,8.1,8,1
2019/3,13.7,8,1
2019/4,23.2,8,1
2019/5,34.2,8,1
2019/6,29.4,8,1
2019/7,33.5,8,1
2019/8,34.2,8,1
2019/9,32.6,8,1
2019/10,25.7,8,1
2019/11,16.8,8,1
2019/12,10.2,8,1
2020/1,3.9,8,1
2020/2,8.5,8,1
2020/3,14.1,8,1
2020/4,20.9,8,1
2020/5,29.9,8,1
2020/6,30.0,8,1
2020/7,29.3,8,1
2020/8,34.3,8,1
2020/9,32.7,8,1
2020/10,22.8,8,1
2020/11,18.9,8,1
2020/12,7.6,8,1
2021/1,6.2,8,1
2021/2,7.5,8,1
2021/3,18.3,8,1
2021/4,19.0,8,1
2021/5,24.3,8,1
2021/6,30.6,8,1
2021/7,35.1,8,1
2021/8,35.0,8,1
2021/9,26.7,8,1
2021/10,27.3,8,1
2021/11,15.3,8,1
2021/12,14.6,8,1
2022/1,2.8,8,1
2022/2,8.0,8,1
2022/3,13.1,8,1
2022/4,23.2,8,1
2022/5,27.9,8,1
2022/6,30.6,8,1
2022/7,32.9,8,1
2022/8,30.5,8,1
2022/9,30.0,8,1
2022/10,29.7,8,1
2022/11,17.1,8,1
2022/12,7.7,8,1
2023/1,7.6,8,1
2023/2,11.2,8,1
2023/3,19.1,8,1
2023/4,21.1,8,1
2023/5,28.9,8,1
2023/6,31.2,8,1
2023/7,34.4,8,1
2023/8,36.3,8,1
2023/9,29.8,8,1
2023/10,24.5,8,1
2023/11,21.5,8,1
2023/12,11.4,8,1
